task,penetration
Type court orders for judges.,0.0
"Type instructions on computer keyboards, push buttons to activate computer programs, or manually set cutting guides, clamps, and knives.",0.0
"Type, file, and duplicate materials.",0.9825
"Type, format, proofread, and edit correspondence and other documents, from notes or dictating machines, using computers or typewriters.",0.0
"Typeset and measure dimensions, spacing, and positioning of page elements, such as copy and illustrations, to verify conformance to specifications, using printer's ruler or layout software.",0.0
"Unbolt and remove wheels from vehicles, using lug wrenches or other hand or power tools.",0.0
"Unclamp and hoist full reels from braiding, winding, or other fabricating machines, using power hoists.",0.0
Unclamp and remove finished workpieces from tables.,0.0
Unclamp workpieces and remove them from machines.,0.0
"Undress, wash, and dress patients who are unable to do so for themselves.",0.0
"Unload and assemble pipes and pumping equipment, using hand tools.",0.0
"Unload and position prefabricated steel units for hoisting, as needed.",0.0
"Unload and roll logs from trucks to sawmill decks or to carriages, or move logs in ponds, using pike poles.",0.0
Unload and sort items collected along delivery routes.,0.0
Unload cars containing liquids by connecting hoses to outlet plugs and pumping compressed air into cars to force liquids into storage tanks.,0.0
"Unload finished products from conveyor belts, pack them in containers, and place containers in warehouses.",0.0
"Unload goods from large trucks, and load them onto smaller delivery vehicles.",0.0
"Unload materials and tools from work trucks, and unroll roofing as directed.",0.0
"Unload materials, devices, and machine parts, using hand tools.",0.0
Unload mixtures into containers or onto conveyors for further processing.,0.0
Unload or unpack incoming shipments.,0.0
Unlock cars and other vehicles.,0.0
Unpack stock as it comes into the shop.,0.0
"Unpack, sort, count, and label incoming merchandise, including items requiring special handling or refrigeration.",0.0
"Unroll, lay out, attach, or mount materials or items on cutting tables or machines.",0.0
"Unscrew or tighten pipes, casing, tubing, and pump rods, using hand and power wrenches and tongs.",0.0
"Unwind lengths of yarn, thread, or twine from spools and wind onto bobbins.",0.0
"Update and maintain customer information records, such as beauty services provided.",0.0
"Update appraisals when property has been improved, damaged, or has otherwise changed.",0.0
Update automated test scripts to ensure currency.,0.9909
Update client address and meter location information.,0.0
Update client and server applications responsible for integration and business logic.,0.0
Update corporate policies to improve cyber security.,0.0
Update directory information.,0.0
"Update existing equipment, performing tasks such as installing updated circuit boards or additional memory.",0.0
Update knowledge and skills to keep up with rapid advancements in computer technology.,0.0
"Update manuals when rates, rules, or regulations are amended.",0.0
Update or troubleshoot pharmacy information databases.,0.0
"Update schedules, estimates, forecasts, or budgets for wind projects.",0.0
Update sewer maps and manhole charts.,0.0
Update skills and knowledge by attending conferences and seminars.,0.0
Update the content of educational programs to ensure that students are being trained with equipment and processes that are technologically current.,0.0
Upgrade the design of existing devices by adding mechatronic elements.,0.0
Upload baskets of irradiated elements onto machines that insert fuel elements into canisters and secure lids.,0.0
Upload digital images onto Web sites for customers.,0.0
"Upload digital media, such as photos, video, or scanned images to online storefront, auction sites, or other shopping Web sites.",0.9602
"Upload into office computers all information collected on hand-held computers during meter rounds, or return route books or hand-held computers to business offices so that data can be compiled.",0.0
"Use a variety of construction equipment to complete installations, such as digger derricks, trenchers, or cable plows.",0.0
"Use a variety of specialized equipment, such as electron microscopes, gas and high-pressure liquid chromatographs, electrophoresis units, thermocyclers, fluorescence-activated cell sorters, and phosphorimagers.",0.0
Use a variety of testing techniques to assist doctors in cardiac or pulmonary research or to diagnose disorders.,0.0
"Use a variety of tools or equipment, such as power construction equipment, measuring devices, power tools, and testing equipment, such as oscilloscopes, ammeters, or test lamps.",0.0
"Use a variety of treatment methods, such as psychotherapy, hypnosis, behavior modification, stress reduction therapy, psychodrama, or play therapy.",0.0
Use airfield landing and navigational aids and digital data terminal communications equipment to perform duties.,0.0
"Use all appropriate adjustments, deductions, and credits to keep clients' taxes to a minimum.",0.0
"Use and maintain the tools or equipment found on commercial vehicles, such as weighing or measuring devices.",0.0
Use bonding technology on the surface of the teeth to change tooth shape or to close gaps.,0.0
Use brush to hand-paint areas in need of retouching or unreachable with a spray gun.,0.0
"Use cameras in any of several different camera mounts, such as stationary, track-mounted, or crane-mounted.",0.0
Use chemicals or other substances to examine latent fingerprint evidence and compare developed prints to those of known persons in databases.,0.0
"Use complementary aids, such as infrared lamps, wet compresses, ice, and whirlpool baths to promote clients' recovery, relaxation, and well-being.",0.0
Use computer applications to identify or assist with communication disabilities.,0.0
"Use computer skills and software to manage Web sites or databases, publish newsletters, or provide webinars.",0.9476
Use computer software to design patterns for engraving.,0.0
Use computer software to generate new images.,0.9707
Use computer-aided design (CAD) and computer-aided manufacturing (CAM) software or hardware to fabricate model parts.,0.0
"Use computer-aided design (CAD) software to prepare or evaluate network diagrams, floor plans, or site configurations for existing facilities, renovations, or new systems.",0.0
Use computer-aided drafting (CAD) and related software to produce construction documents.,0.0
"Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.",0.0
"Use computers for various applications, such as database management or word processing.",0.9607
Use computers or other input devices to control robotic pipe cutters or cleaners.,0.0
Use computers to produce signage.,0.0
"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",0.8833
"Use computers, computer-interfaced equipment, robotics or high-technology industrial applications to perform work duties.",0.0
Use covering cloths to prevent equipment from damaging delicate fabrics.,0.0
"Use data entry devices, such as optical scanners, to input data into computers for revision or editing.",0.9923
"Use dental air turbines, hand instruments, dental appliances, or surgical implements.",0.0
"Use different sewing techniques such as felling, tacking, basting, embroidery, and fagoting.",0.0
"Use equipment such as atomic absorption spectrometers, electron microscopes, flow cytometers, or chromatography systems.",0.0
"Use equipment, such as forklifts and automated ""trains,"" to move containers of mail.",0.0
Use fire suppression methods in industrial emergencies.,0.0
"Use geospatial technology to develop soil sampling grids or identify sampling sites for testing characteristics such as nitrogen, phosphorus, or potassium content, pH, or micronutrients.",0.0
"Use gestures to shape the music being played, communicating desired tempo, phrasing, tone, color, pitch, volume, and other performance aspects.",0.0
"Use hand tools, such as shovels, rakes, pruning saws, saws, hedge or brush trimmers, or axes.",0.0
"Use handtools, such as screwdrivers, pliers, wrenches, pressure gauges, or precision instruments, as well as power tools, such as pneumatic wrenches, lathes, welding equipment, or jacks and hoists.",0.0
Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,0.0
Use instrumentation to guide flights when visibility is poor.,0.0
Use instrumentation to pilot aircraft when visibility is poor.,0.0
Use irrigation methods to adjust the amount of water consumption and to prevent waste.,0.0
"Use knives, cleavers, meat saws, bandsaws, or other equipment to perform meat cutting and trimming.",0.0
"Use manual or electric appliances to clean, peel, slice, and trim foods.",0.0
"Use masks, gloves, and safety glasses to protect patients and self from infectious diseases.",0.0
"Use materials such as pens and ink, watercolors, charcoal, oil, or computer software to create artwork.",0.9751
Use mechanical applicators that spread compounds and embed tape in one operation.,0.0
"Use mediation techniques to facilitate communication between disputants, to further parties' understanding of different perspectives, and to guide parties toward mutual agreement.",0.781
Use models to simulate the behavior of animated objects in the finished sequence.,0.9797
Use network computer-aided design (CAD) software packages to optimize network designs.,0.0
"Use nondisciplinary tools and equipment, such as a computer.",0.0
"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",0.9439
"Use oral, spur, rein, or hand commands to condition horses to carry riders or to pull horse-drawn equipment.",0.0
Use photographic or video equipment to document evidence or crime scenes.,0.0
Use radiation safety measures and protection devices to comply with government regulations and to ensure safety of patients and staff.,0.0
Use remote sensing data for forest or carbon tracking activities to assess the impact of environmental change.,0.0
Use rotary abrasive wheels to shape and smooth nails or artificial extensions.,0.0
"Use sales forecasting or strategic planning to ensure the sale and profitability of products, lines, or services, analyzing business developments and monitoring market trends.",0.803
"Use special finishing techniques such as sponging, ragging, layering, or faux finishing.",0.0
Use telephone to deliver verbal messages.,0.0
"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",0.8576
"Use traditional or digital cameras, along with a variety of equipment, such as tripods, filters, and flash attachments.",0.0
"Use weapons, handcuffs, and physical force to maintain discipline and order among prisoners.",0.0
"Utilize consultation data and social work experience to plan and coordinate client or patient care and rehabilitation, following through to ensure service efficacy.",0.0
Vacuum and clean interiors and wash and polish exteriors of automobiles.,0.0
"Vacuum and clean interiors, and wash and polish exteriors of automobiles.",0.0
Vacuum dining area and sweep and mop kitchen floor.,0.0
"Validate design of fuel cells, fuel cell components, or fuel cell systems.",0.0
"Validate fabrication processes for microelectromechanical systems (MEMS), using statistical process control implementation, virtual process simulations, data mining, or life testing.",0.0
Validate known intelligence with data from other sources.,0.0
"Validate or characterize sustainable or environmentally friendly products, using electronic testing platforms.",0.0
Vary air pressure flowing into regulators and turn handles to assess functioning of valves and pistons.,0.0
Vary language and tone of messages based on product and medium.,0.0
"Verify accuracy and completeness of land-related documents accepted for registration, preparing rejection notices when documents are not acceptable.",0.0
Verify accuracy of billing data and revise any errors.,0.9491
Verify accuracy of materials lists.,0.0
"Verify accuracy of reports, such as authorization forms, transaction reconciliations, or exchange summary reports.",0.0
"Verify accuracy of shapes and sizes of objects, using calipers and templates.",0.0
Verify accuracy of timekeeping instruments with engineers to ensure trains depart on time.,0.0
Verify accuracy of transcripts by checking copies against original records of proceedings and accuracy of rulings by checking with judges.,0.0
"Verify adherence of documentation to customs, insurance, or regulatory requirements.",0.9603
"Verify alignment of workpieces on machines, using measuring instruments such as rules, gauges, or calipers.",0.0
"Verify all financial, physical, and human resources assigned to research or development projects are used as planned.",0.0
Verify amounts and quality of equipment prior to expeditions or tours.,0.0
"Verify and adjust alignments and dimensions of parts, using gauges and tracing lathes.",0.0
Verify and analyze data used in settling claims to ensure that claims are valid and that settlements are made according to company practices and procedures.,0.0
Verify and examine information and accuracy of loan application and closing documents.,0.0
"Verify and inspect cash reserves, assigned collateral, and bank-owned securities to check internal control procedures.",0.0
"Verify attendance, hours worked, and pay adjustments, and post information onto designated records.",0.0
"Verify availability of operating room supplies, medications, and gases.",0.0
"Verify availability or monitor use of safety equipment, such as hearing protection or respirators.",0.0
"Verify bibliographical data for materials, including author, title, publisher, publication date, and edition.",0.0
Verify compliance of developed applications with architectural standards and established practices.,0.0
"Verify conformance of machined work to specifications, using measuring instruments, such as calipers, micrometers, or fixed or telescoping gauges.",0.0
"Verify conformance of parts to stock lists or blueprints, using measuring instruments such as calipers, gauges, or micrometers.",0.0
"Verify conformance of patterns or template dimensions to specifications, using measuring instruments such as calipers, scales, and micrometers.",0.0
"Verify conformance of workpieces to specifications, using squares, rulers, and measuring tapes.",0.0
"Verify correct use and maintenance of physical security systems, such as closed-circuit television, merchandise tags, and burglar alarms.",0.0
"Verify credentials of participants in sporting events, and make other qualifying determinations, such as starting order or handicap number.",0.0
Verify credentials of patrons desiring entrance into press box and permit only authorized persons to enter.,0.0
"Verify customer and order information for correctness, checking it against previously obtained information as necessary.",0.0
Verify customer credit ratings.,0.0
"Verify customers' credit, and establish how the customer will pay for the accommodation.",0.0
Verify depths and alignments of boring positions.,0.0
"Verify depths and dimensions of cuts or carvings to ensure adherence to specifications, blueprints, or models, using measuring instruments.",0.0
"Verify detonation of charges by observing control panels, or by listening for the sounds of blasts.",0.0
"Verify dimensions and contours of models during hand-forming processes, using templates and measuring devices.",0.0
"Verify dimensions of cable assemblies or positions of fittings, using measuring instruments.",0.0
"Verify dimensions of completed patterns, using templates, straightedges, calipers, or protractors.",0.0
"Verify dimensions of products, using measuring instruments, such as calipers, vernier gauges, or protractors.",0.0
Verify dimensions or check the quality or fit of pieces to ensure adherence to specifications.,0.0
"Verify dimensions, alignments, and clearances of finished parts for conformance to specifications, using measuring instruments such as calipers, gauge blocks, micrometers, or dial indicators.",0.0
Verify energy bills and meter readings.,0.0
"Verify facts, dates, and statistics, using standard reference sources.",0.0
Verify income eligibility of participants in publicly financed weatherization programs.,0.0
Verify integrity and accuracy of data contained in remote sensing image analysis systems.,0.0
Verify key numbers and time codes on materials.,0.0
Verify legal descriptions of properties by comparing them to county records.,0.0
"Verify ownership and transaction information and dividend distribution instructions to ensure conformance with governmental regulations, using stock records and reports.",0.0
"Verify part dimensions or clearances to ensure conformance to specifications, using precision measuring instruments.",0.0
Verify part dimensions or clearances using precision measuring instruments to ensure conformance to specifications.,0.0
"Verify proper functioning of physical security systems, such as closed-circuit televisions, alarms, sensor tag systems, or locks.",0.0
Verify proper packaging and labeling of exported goods.,0.0
"Verify quality of finished workpieces by inspecting them, comparing them to templates, measuring their dimensions, or testing them in working machinery.",0.0
"Verify readings in cases where consumption appears to be abnormal, and record possible reasons for fluctuations.",0.0
Verify regulatory compliance of transaction reporting.,0.0
Verify scoring calculations before competition winners are announced.,0.0
Verify signatures and required information on checks.,0.0
"Verify stability, interoperability, portability, security, or scalability of system architecture.",1.0
"Verify staff credentials, such as educational and certification requirements.",0.0
"Verify tank car, barge, or truck load numbers to ensure car placement accuracy based on written or verbal instructions.",0.0
"Verify that all files, complaints, or other papers are available and in the proper order.",0.0
"Verify that all firm and regulatory policies and procedures have been documented, implemented, and communicated.",1.0
Verify that all job descriptions are submitted for review and approval and that descriptions meet regulatory standards.,0.0
"Verify that all regulatory policies and procedures have been documented, implemented, and communicated.",0.7239
"Verify that cytogenetic, molecular genetic, and related equipment and instrumentation is maintained in working condition to ensure accuracy and quality of experimental results.",0.0
Verify that delivery schedules meet project deadlines.,0.0
Verify that equipment is being operated and maintained according to quality assurance standards by observing worker performance.,0.0
Verify that finished lenses are ground to specifications.,0.0
"Verify that first aid kits and other emergency equipment, including fire extinguishers and oxygen bottles, are in working order.",0.0
"Verify that hazardous chemicals are handled, stored, and disposed of in accordance with regulations.",0.0
"Verify that heating, ventilating, and air conditioning (HVAC) systems are designed, installed, and calibrated in accordance with green certification standards, such as those of Leadership in Energy and Environmental Design (LEED).",0.0
"Verify that incoming and outgoing products are moving through the correct meters, and that meters are working properly.",0.0
"Verify that items are addressed correctly, marked with the proper postage, and in suitable condition for processing.",0.0
Verify that paper and ink meet the specifications for a given job.,0.0
Verify that prepared food meets requirements for quality and quantity.,0.0
Verify that property matches legal descriptions or certifications.,0.0
"Verify that raw materials, purchased parts or components, in-process samples, and finished products meet established testing and inspection standards.",0.0
Verify that software technology is in place to adequately provide oversight and monitoring in all required areas.,0.9029
Verify that the proper legal charges have been made against law offenders.,0.0
Verify that transportation and handling procedures meet regulatory requirements.,0.0
Verify that well field monitoring data conforms to applicable regulations.,0.0
"Verify that workpiece reference lines are parallel to the axis of table rotation, using dial indicators mounted in spindles.",0.0
"Verify the accuracy and validity of data entered in databases, correcting any errors.",0.0
"Verify the accuracy of survey data, including measurements and calculations conducted at survey sites.",0.0
"Verify the authenticity of documents, such as foreign identification or immigration documents.",0.0
Verify the contents of inventory loads against shipping papers.,0.0
Verify the identity of patient or operative site.,0.0
Verify the mathematical correctness of newly collected survey data.,0.0
"Verify the structure, accuracy, or quality of warehouse data.",0.0
"Verify trueness of structure, using plumb bob and level.",0.0
"Verify vertical and horizontal alignment of structural steel members, using plumb bobs, laser equipment, transits, or levels.",0.0
"Verify, collect, or punch tickets before admitting patrons to venues, such as amusement parks and rides.",0.0
"View films to resolve problems of exposure control, subject and camera movement, changes in subject distance, and related variables.",0.0
"View images of checked bags and cargo, using remote screening equipment, and alert baggage screeners or handlers to any possible problems.",0.0
"View monitors for visual representation of work in progress and for instructions and feedback throughout process, making modifications as necessary.",0.0
Visit and assess structural and electrical layout of locations before setting up lighting equipment.,0.0
"Visit and observe patients on hospital rounds or house calls, updating charts, ordering therapy, and reporting back to physician.",0.0
Visit areas affected by erosion problems to identify causes or determine solutions.,0.0
Visit beta testing sites to evaluate software performance.,0.0
Visit congregational members' homes or arrange for pastoral visits to provide information or resources regarding religious education programs.,0.0
"Visit customer sites to determine solar system needs, requirements, or specifications.",0.0
Visit development or work sites to determine projects' effect on traffic and the adequacy of traffic control and safety plans or to suggest traffic control measures.,0.0
Visit establishments to evaluate needs or to promote product or service sales.,0.0
Visit establishments to verify that valid licenses or permits are displayed and that licensing standards are being upheld.,0.0
"Visit establishments, such as pharmacies, to determine product sales.",0.0
Visit franchised dealers to stimulate interest in establishment or expansion of leasing programs.,0.0
"Visit individuals in homes or attend group meetings to provide information on agency services, requirements, or procedures.",0.0
"Visit morgues, examine scenes of crimes, or contact other sources to obtain evidence or information to be used in investigations.",0.0
"Visit people in homes, hospitals, or prisons to provide them with comfort and support.",0.0
Visit properties to assess them before showing them to clients.,0.0
Visit proposed installation sites and draw rough sketches of location.,0.0
"Visit prospective buyers at commercial, industrial, or other establishments to show samples or catalogs, and to inform them about product pricing, availability, and advantages.",0.0
Visit retailers and sales representatives to promote products and gather information.,0.0
Visit schools to tutor students with sensory impairments and to consult with teachers regarding students' special needs.,0.0
Visit schools to tutor students with sensory impairments or to consult with teachers regarding students' special needs.,0.0
"Visit site and record information about access, drainage and topography, and availability of utility services.",0.0
"Visit sites to observe environmental problems, to consult with contractors, or to monitor construction activities.",0.0
Visit stores to ensure compliance with company policies and procedures.,0.0
Visit suppliers of materials or users of products to gather specific information.,0.0
Visit textile showrooms to keep up-to-date on the latest fabrics.,0.0
"Visit trade shows, stores, community organizations, or other venues to demonstrate products or services or to answer questions from potential customers.",0.0
"Visit vendors, attend conferences or training sessions, or study technical journals to keep up with changes in technology.",0.0
"Visualize and compute dimensions, sizes, shapes, and tolerances of assemblies, based on specifications.",0.0
"Visually examine materials, structures, or components for signs of corrosion, metal fatigue, cracks, or other flaws, using tools and equipment such as endoscopes, closed-circuit television systems, and fiber optics.",0.0
Visually inspect and test photovoltaic (PV) modules or systems.,0.0
Visually inspect cargo for damage upon arrival or discharge.,0.0
Visually inspect equipment to detect surface defects.,0.0
"Vote on motions, amendments, and decisions on whether or not to report a bill out from committee to the assembly floor.",0.0
Walk aisles of planes to verify that passengers have complied with federal regulations prior to takeoffs and landings.,0.0
Walk beside or ride on planting machines while inserting plants in planter mechanisms at specified intervals.,0.0
"Walk flow lines to locate leaks, using electronic detectors and by making visual inspections, and repair the leaks.",0.0
Walk or drive vehicles along established routes to take readings of meter dials.,0.0
"Walk, ride bicycles, drive vehicles, or use public conveyances to reach destinations to deliver messages or materials.",0.0
Warn maintenance workers of radiation hazards and direct workers to vacate hazardous areas.,0.0
"Warn persons of rule infractions or violations, and apprehend or evict violators from premises, using force when necessary.",0.0
"Warn recreational participants of inclement weather, unsafe areas, or illegal conduct.",0.0
Warn troublemakers causing problems on establishment premises and eject them from premises when necessary.,0.0
Warn violators of infractions or penalties.,0.0
"Wash and blend wool, yarn, or cloth.",0.0
Wash and dress bodies of deceased persons.,0.0
"Wash and dry bodies, using germicidal soap and towels or hot air dryers.",0.0
Wash and reset wigs.,0.0
"Wash and sort pelts according to species, color, and quality.",0.0
"Wash and sterilize equipment, using germicides and sterilizers.",0.0
"Wash and treat surfaces with oil, turpentine, mildew remover, or other preparations, and sand rough spots to ensure that finishes will adhere properly.",0.0
"Wash concrete surfaces before mounting tile to increase adhesive qualities of surfaces, using washing soda and zinc sulfate solution.",0.0
"Wash decks, conveyors, knives, and other equipment, using brushes, detergents, and water.",0.0
"Wash dishes and clean kitchens, cooking utensils, and silverware.",0.0
"Wash dishes, glassware, and silverware after meals.",0.0
"Wash dishes, glassware, flatware, pots, or pans, using dishwashers or by hand.",0.0
Wash glasses or other serving equipment at bars.,0.0
"Wash grit from stone, using hoses.",0.0
Wash metal instruments in lacquer-stripping and cyanide solutions to remove lacquer and tarnish.,0.0
Wash out cargo containers or storage areas.,0.0
"Wash polished terrazzo surface, using cleaner and water, and apply sealer and curing agent according to manufacturer's specifications, using brush or sprayer.",0.0
"Wash pots, pans, dishes, utensils, or other cooking equipment.",0.0
"Wash stones, using water hoses.",0.0
Wash surfaces to prepare them for finish application.,0.0
"Wash the aircraft exteriors using lifts, cranes, detergent, or other equipment.",0.0
"Wash windows, walls, ceilings, and woodwork, waxing and polishing as necessary.",0.0
"Wash work areas, machines, equipment, vehicles, or products.",0.0
"Wash, cut, and prepare foods designated for cooking.",0.0
"Wash, dry-clean, or glaze delicate articles or fur garment linings by hand, using mild detergents or dry cleaning solutions.",0.0
"Wash, groom, shave, or drape patients to prepare them for surgery, treatment, or examination.",0.0
"Wash, peel, and cut various foods, such as fruits and vegetables, to prepare for cooking or serving.",0.0
"Wash, peel, cut, and seed fruits and vegetables to prepare them for consumption.",0.0
Watch for and recognize security risks and thefts and know how to prevent or handle these situations.,0.0
Watch for potentially dangerous persons whose pictures are posted at checkpoints.,0.0
"Water lawns, trees, or plants, using portable sprinkler systems, hoses, or watering cans.",0.0
"Water plants, and cut, condition, and clean flowers and foliage for storage.",0.0
"Water, root-feed, and fertilize trees.",0.0
"Waterproof buildings, using waterproofers or caulking.",0.0
"Waterproof or damp-proof walls, floors, roofs, foundations, or basements by painting or spraying surfaces with waterproof coatings or by attaching waterproofing membranes to surfaces.",0.0
"Waterproof or restore concrete surfaces, using appropriate compounds.",0.0
Wax thread by drawing it through a ball of wax.,0.0
Wear character costumes and impersonate characters portrayed to amuse children and adults.,0.0
"Wear costumes or sign boards and walk in public to promote merchandise, services, or events.",0.0
"Weigh and mix pelletized, granular, or powdered thermoplastic materials and coloring pigments.",0.0
Weigh articles to determine required postage.,0.0
"Weigh bundles, using floor scales, and record weights for company records.",0.0
"Weigh clay, and mix with water and chemicals to make drilling mud, using portable mixers.",0.0
"Weigh clay, and mix with water and chemicals to make drilling mud.",0.0
"Weigh crop-filled containers, and record weights and other identifying information.",0.0
"Weigh envelopes containing statements to determine correct postage and affix postage, using stamps or metering equipment.",0.0
Weigh ingredients to be mixed together for use in textile processing.,0.0
Weigh items sold by weight to determine prices.,0.0
"Weigh letters and parcels, compute mailing costs based on type, weight, and destination, and affix correct postage.",0.0
"Weigh log trucks before and after unloading, and record load weights and supplier identities.",0.0
Weigh materials or products and record weight or other production data on tags or labels.,0.0
"Weigh materials to be charged into furnaces, using scales.",0.0
"Weigh materials, products, containers, or samples to verify packaging weights or ingredient quantities.",0.0
Weigh meats and tag containers for weight and contents.,0.0
"Weigh or measure chemicals, coatings, or paints before adding them to machines.",0.0
Weigh or measure ingredients.,0.0
"Weigh or measure materials and products, using scales or other measuring instruments, or read scales on conveyors that continually weigh products, to verify specified tonnages and prevent overloads.",0.0
Weigh or measure materials or products to ensure conformance to specifications.,0.0
"Weigh or measure materials, equipment, or products to maintain relevant records, using volume meters, scales, rules, or calipers.",0.0
"Weigh or measure materials, ingredients, or products at specified intervals to ensure conformance to requirements.",0.0
"Weigh or measure materials, ingredients, or products to ensure conformance to requirements.",0.0
"Weigh or measure products, using scale hoppers or scale conveyors.",0.0
"Weigh or measure specified amounts of ingredients or materials for processing, using devices such as scales and calipers.",0.0
Weigh packages and adjust freezer air valves or switches on filler heads to obtain specified amounts of product in each container.,0.0
"Weigh packages or letters to determine postage needed, using weighing scales and rate charts.",0.0
"Weigh products or estimate their weight, visually or by feel.",0.0
"Weigh, analyze, or measure collected sample particles, such as lead, coal dust, or rock, to determine concentration of pollutants.",0.0
"Weigh, grind, or pack coffee beans for customers.",0.0
"Weigh, measure, and mix ingredients according to recipes or personal judgment, using various kitchen utensils and equipment.",0.0
"Weigh, measure, and record fuel used.",0.0
"Weigh, mix, and melt metal alloys or materials needed for jewelry models.",0.0
"Weld broken or cracked frames together, using oxyacetylene torches and welding rods.",0.0
"Weld components in flat, vertical, or overhead positions.",0.0
"Weld metal parts together, using portable gas welding equipment.",0.0
"Weld or solder broken parts and structural members, using electric or gas welders and soldering tools.",0.0
"Weld piping, such as high density polyethylene (HDPE) piping, using techniques such as butt, socket, side-wall, and electro-fusion welding.",0.0
"Weld sections of track together, such as switch points and frogs.",0.0
"Weld separately or in combination, using aluminum, stainless steel, cast iron, and other alloys.",0.0
"Weld small pipes or special piping, using specialized techniques, equipment, or materials, such as computer-assisted welding or microchip fabrication.",0.0
"Weld tubing and fittings or solder cable ends, using tack welders, induction brazing chambers, or other equipment.",0.0
"Weld, braze, or solder electrical connections.",0.0
"Weld, repair, and fabricate equipment or machinery.",0.0
Wet concrete surface and rub with stone to smooth surface and obtain specified finish.,0.0
"Wet concrete surface, and rub with stone to smooth surface and obtain specified finish.",0.0
"Wet surface to prepare for bonding, fill holes and cracks with grout or slurry, and smooth with a trowel.",0.0
"Wet surface to prepare for bonding, fill holes and cracks with grout or slurry, and smooth, using trowel.",0.0
Whiten underside of nails with white paste or pencils.,0.0
Wind chafers and breakers onto plies.,0.0
Wind large springs with upward motion of arm.,0.0
Wind parking meter clocks.,0.0
Wipe finish rollers with cloths and wash finish trays with water when necessary.,0.0
Wipe tables or seats with dampened cloths or replace dirty tablecloths.,0.0
Wire and solder electrical and electronic connections and components.,0.0
"Withdraw cables from pipes and examine them for evidence of mud, roots, grease, and other deposits indicating broken or clogged sewer lines.",0.0
Withdraw cores or other loose mold members after castings solidify.,0.0
"Withdraw drill rods from holes, and extract core samples.",0.0
Witness and certify deaths that are the result of a judicial order.,0.0
"Work as a member of a team, rotating between chain saw operation and skidder operation.",0.0
"Work as part of a flight team with other crew members, especially during takeoffs and landings.",0.0
"Work as part of a healthcare team to assess patient needs, plan and modify care, and implement interventions.",0.0
Work as part of a project team to coordinate database development and determine project scope and limitations.,0.0
"Work as part of a team of dealers in games, such as baccarat or craps.",0.0
Work as part of a team of demonstrators to accommodate large crowds.,0.0
"Work as part of a team of physicians, nurses, or other healthcare professionals to manage patient care by assisting with medical procedures or related duties.",0.0
"Work as part of a team that may include psychiatrists, psychologists, psychiatric nurses, or social workers.",0.0
"Work closely with directors, other actors, and playwrights to find the interpretation most suited to the role.",0.0
"Work closely with photographers, fashion coordinators, directors, producers, stylists, make-up artists, other models, and clients to produce the desired looks, and to finish photo shoots on schedule.",0.0
"Work from ladders, scaffolds, or roofs to install, maintain, or repair electrical wiring, equipment, or fixtures.",0.0
Work in and monitor an assigned area on the casino floor where slot machines are located.,0.0
Work in child and adolescent residential institutions.,0.0
"Work in environmental law, representing public interest groups, waste disposal companies, or construction firms in their dealings with state and federal agencies.",0.0
"Work in hospitals or clinics or for Health Management Organizations (HMOs), dispensing prescriptions, serving as a medical team consultant, or specializing in specific drug therapy areas, such as oncology or nuclear pharmacotherapy.",0.0
"Work on high ceilings, using scaffolding or other tools, such as stilts.",0.0
"Work under the direction of occupational therapists to plan, implement, or administer educational, vocational, or recreational programs that restore or enhance performance in individuals with functional impairments.",0.0
Work with clients to identify their financial goals and to find ways of reaching those goals.,0.0
Work with creative directors to develop design solutions.,0.0
Work with customers to assess the environmental impact of proposed construction or to develop pollution prevention programs.,0.0
"Work with individuals, groups, or families to plan or implement programs designed to improve the overall health of communities.",0.0
Work with multidisciplinary teams to assess and rehabilitate recipients of implanted hearing devices through auditory training and counseling.,0.0
Work with or remove hazardous material.,0.0
"Work with other crew members responsible for lighting, costumes, make-up, and props.",0.0
Work with others to change advertising displays.,0.0
Work with parents to develop and implement discipline programs to promote desirable child behavior.,0.0
"Work with personnel and facilities management staff to install, remove, or relocate user connectivity equipment and devices.",0.0
"Work with staff to develop script, story, or advertising concepts.",0.0
"Work with technical material, preparing statistical reports, planning and typing statistical tables, and combining and rearranging material from different sources.",0.0
Work with the Department of Labor and promote its use with employers.,0.0
"Wrap air ducts and water lines with insulating materials, such as duct wrap and pipe insulation.",0.0
Wrap and price completed arrangements.,0.0
"Wrap and secure goods using pads, packing paper, containers, or straps.",0.0
Wrap dressed carcasses or meat cuts.,0.0
"Wrap menu items such as sandwiches, hot entrees, and desserts for serving or for takeout.",0.0
"Wrap packages or bundles by hand, or by using tying machines.",0.0
Wrap water heaters with water heater blankets.,0.0
"Wrap, label, or date food items for sale.",0.0
"Wrap, weigh, label, and price cuts of meat.",0.0
Write about and present research findings for a variety of specialized and general audiences.,0.863
"Write advertising material for use by publication, broadcast, or internet media to promote the sale of goods and services.",0.0
Write algorithms or programming code for ad hoc robotic applications.,0.0
